name,duration,split
Alto-1#匆匆那年/0031.wav,5.635,train
Alto-1#匆匆那年/0032.wav,4.89,train
Alto-1#匆匆那年/0033.wav,6.319916666666667,train
Alto-1#匿名的好友/0000.wav,6.949979166666667,train
Alto-1#匿名的好友/0001.wav,4.305020833333334,train
Alto-1#匿名的好友/0002.wav,5.105,train
Alto-1#匿名的好友/0003.wav,6.545,train
Alto-1#匿名的好友/0004.wav,4.32,train
Alto-1#匿名的好友/0005.wav,5.1,train
Alto-1#匿名的好友/0006.wav,4.11,train
Alto-1#匿名的好友/0007.wav,4.075,train
Alto-1#匿名的好友/0008.wav,8.735,train
Alto-1#匿名的好友/0009.wav,7.79,train
Alto-1#匿名的好友/0010.wav,4.64,train
Alto-1#匿名的好友/0011.wav,3.9299791666666666,train
Alto-1#匿名的好友/0012.wav,6.925020833333333,train
Alto-1#匿名的好友/0013.wav,4.46,train
Alto-1#匿名的好友/0014.wav,8.549979166666667,train
Alto-1#匿名的好友/0015.wav,8.500020833333334,train
Alto-1#匿名的好友/0016.wav,4.265,train
Alto-1#匿名的好友/0017.wav,5.115,train
Alto-1#匿名的好友/0018.wav,4.16,train
Alto-1#匿名的好友/0019.wav,7.83,train
Alto-1#匿名的好友/0020.wav,5.435,train
Alto-1#匿名的好友/0021.wav,8.21,train
Alto-1#匿名的好友/0022.wav,4.56,train
Alto-1#匿名的好友/0023.wav,3.91,train
Alto-1#匿名的好友/0024.wav,6.975,train
Alto-1#匿名的好友/0025.wav,4.49,train
Alto-1#匿名的好友/0026.wav,8.645,train
Alto-1#匿名的好友/0027.wav,7.625,train
Alto-1#匿名的好友/0028.wav,4.675020833333333,train
Alto-1#匿名的好友/0029.wav,3.94,train
Alto-1#匿名的好友/0030.wav,8.63,train
Alto-1#匿名的好友/0031.wav,4.83,train
Alto-1#匿名的好友/0032.wav,5.3,train
Alto-1#匿名的好友/0033.wav,4.78,train
Alto-1#奇妙能力歌/0000.wav,4.595,train
Alto-1#奇妙能力歌/0001.wav,4.025,train
Alto-1#奇妙能力歌/0002.wav,7.46,train
Alto-1#奇妙能力歌/0003.wav,4.6,train
Alto-1#奇妙能力歌/0004.wav,4.285,train
Alto-1#奇妙能力歌/0005.wav,7.395,train
Alto-1#奇妙能力歌/0006.wav,5.125,train
Alto-1#奇妙能力歌/0007.wav,4.49,train
Alto-1#奇妙能力歌/0008.wav,7.255,train
Alto-1#奇妙能力歌/0009.wav,4.77,train
Alto-1#奇妙能力歌/0010.wav,4.495,train
Alto-1#奇妙能力歌/0011.wav,6.854979166666666,train
Alto-1#奇妙能力歌/0012.wav,5.480020833333334,train
Alto-1#奇妙能力歌/0013.wav,4.235,train
Alto-1#奇妙能力歌/0014.wav,7.769979166666666,train
Alto-1#奇妙能力歌/0015.wav,4.895,train
Alto-1#奇妙能力歌/0016.wav,4.22,train
Alto-1#奇妙能力歌/0017.wav,8.215020833333334,train
Alto-1#奇妙能力歌/0018.wav,5.065,train
Alto-1#奇妙能力歌/0019.wav,4.37,train
Alto-1#奇妙能力歌/0020.wav,8.185,train
Alto-1#奇妙能力歌/0021.wav,4.695,train
Alto-1#奇妙能力歌/0022.wav,4.4,train
Alto-1#奇妙能力歌/0023.wav,8.625,train
Alto-1#奇妙能力歌/0024.wav,4.449979166666667,train
Alto-1#奇妙能力歌/0025.wav,4.460020833333333,train
Alto-1#奇妙能力歌/0026.wav,8.544979166666666,train
Alto-1#奇妙能力歌/0027.wav,4.435,train
Alto-1#奇妙能力歌/0028.wav,4.505,train
Alto-1#奇妙能力歌/0029.wav,7.375020833333333,train
Alto-1#奇妙能力歌/0030.wav,4.89,train
Alto-1#奇妙能力歌/0031.wav,4.205,train
Alto-1#奇妙能力歌/0032.wav,8.610020833333333,train
Alto-1#小幸运/0000.wav,5.495,train
Alto-1#小幸运/0001.wav,6.005,train
Alto-1#小幸运/0002.wav,5.02,train
Alto-1#小幸运/0003.wav,5.55,train
Alto-1#小幸运/0004.wav,6.27,train
Alto-1#小幸运/0005.wav,6.225,train
Alto-1#小幸运/0006.wav,6.359979166666666,train
Alto-1#小幸运/0007.wav,3.8650208333333333,train
Alto-1#小幸运/0008.wav,6.05,train
Alto-1#小幸运/0009.wav,5.78,train
Alto-1#小幸运/0010.wav,4.76,train
Alto-1#小幸运/0011.wav,7.585,train
Alto-1#小幸运/0012.wav,3.925,train
Alto-1#小幸运/0013.wav,6.035,train
Alto-1#小幸运/0014.wav,6.015,train
Alto-1#小幸运/0015.wav,6.185,train
Alto-1#小幸运/0016.wav,6.02,train
Alto-1#小幸运/0017.wav,6.14,train
Alto-1#小幸运/0018.wav,5.985,train
Alto-1#小幸运/0019.wav,7.225,train
Alto-1#小幸运/0020.wav,6.215,train
Alto-1#小幸运/0021.wav,6.124979166666667,train
Alto-1#小幸运/0022.wav,6.070020833333333,train
Alto-1#小幸运/0023.wav,4.945,train
Alto-1#小幸运/0024.wav,5.354979166666666,train
Alto-1#小幸运/0025.wav,6.015020833333334,train
Alto-1#小幸运/0026.wav,5.88,train
Alto-1#小幸运/0027.wav,4.58,train
Alto-1#小幸运/0028.wav,7.49,train
Alto-1#小幸运/0029.wav,4.06,train
Alto-1#小幸运/0030.wav,6.035,train
Alto-1#小幸运/0031.wav,6.045,train
Alto-1#小幸运/0032.wav,3.05,train
Alto-1#小幸运/0033.wav,9.105,train
Alto-1#小幸运/0034.wav,6.13,train
Alto-1#小幸运/0035.wav,6.005,train
Alto-1#小幸运/0036.wav,9.975,train
Alto-1#小幸运/0037.wav,4.90325,train
Alto-1#左边/0000.wav,6.075,train
Alto-1#左边/0001.wav,8.745,train
Alto-1#左边/0002.wav,2.6,train
Alto-1#左边/0003.wav,5.74,train
Alto-1#左边/0004.wav,2.72,train
Alto-1#左边/0005.wav,5.815,train
Alto-1#左边/0006.wav,3.62,train
Alto-1#左边/0007.wav,6.855,train
Alto-1#左边/0008.wav,4.515,train
Alto-1#左边/0009.wav,7.179979166666667,train
Alto-1#左边/0010.wav,5.5250208333333335,train
Alto-1#左边/0011.wav,4.42,train
Alto-1#左边/0012.wav,6.58,train
Alto-1#左边/0013.wav,6.505,train
Alto-1#左边/0014.wav,8.575,train
Alto-1#左边/0015.wav,2.615,train
Alto-1#左边/0016.wav,5.91,train
Alto-1#左边/0017.wav,2.735,train
Alto-1#左边/0018.wav,10.125,train
Alto-1#左边/0019.wav,8.495,train
Alto-1#左边/0020.wav,7.215,train
Alto-1#左边/0021.wav,5.465,train
Alto-1#左边/0022.wav,4.404979166666666,train
Alto-1#左边/0023.wav,4.545020833333333,train
Alto-1#左边/0024.wav,5.225,train
Alto-1#左边/0025.wav,6.475,train
Alto-1#左边/0026.wav,5.41,train
Alto-1#左边/0027.wav,8.57,train
Alto-1#左边/0028.wav,6.765,train
Alto-1#左边/0029.wav,9.845,train
Alto-1#左边/0030.wav,4.56,train
Alto-1#左边/0031.wav,7.2,train
Alto-1#左边/0032.wav,5.455,train
Alto-1#左边/0033.wav,4.515,train
Alto-1#左边/0034.wav,6.73,train
Alto-1#左边/0035.wav,4.4035625,train
Alto-1#怀念/0000.wav,6.235,train
Alto-1#怀念/0001.wav,4.44,train
Alto-1#怀念/0002.wav,6.31,train
Alto-1#怀念/0003.wav,4.435,train
Alto-1#怀念/0004.wav,6.28,train
Alto-1#怀念/0005.wav,4.285,train
Alto-1#怀念/0006.wav,6.355,train
Alto-1#怀念/0007.wav,4.205,train
Alto-1#怀念/0008.wav,5.24,train
Alto-1#怀念/0009.wav,6.09,train
Alto-1#怀念/0010.wav,4.025,train
Alto-1#怀念/0011.wav,5.38,train
Alto-1#怀念/0012.wav,5.884979166666667,train
Alto-1#怀念/0013.wav,4.245020833333333,train
Alto-1#怀念/0014.wav,6.115,train
Alto-1#怀念/0015.wav,4.2649791666666665,train
Alto-1#怀念/0016.wav,6.120020833333333,train
Alto-1#怀念/0017.wav,4.335,train
Alto-1#怀念/0018.wav,6.245,train
Alto-1#怀念/0019.wav,4.32,train
Alto-1#怀念/0020.wav,5.125,train
Alto-1#怀念/0021.wav,6.294979166666667,train
Alto-1#怀念/0022.wav,4.095020833333334,train
Alto-1#怀念/0023.wav,5.205,train
Alto-1#怀念/0024.wav,5.475,train
Alto-1#怀念/0025.wav,2.505,train
Alto-1#怀念/0026.wav,3.52,train
Alto-1#怀念/0027.wav,4.734979166666666,train
Alto-1#怀念/0028.wav,5.210020833333333,train
Alto-1#怀念/0029.wav,5.93,train
Alto-1#怀念/0030.wav,3.93,train
Alto-1#怀念/0031.wav,5.7,train
Alto-1#怀念/0032.wav,6.8625625,train
Alto-1#我喜欢上你时的内心活动/0000.wav,2.78,train
Alto-1#我喜欢上你时的内心活动/0001.wav,3.495,train
Alto-1#我喜欢上你时的内心活动/0002.wav,4.0149791666666665,train
Alto-1#我喜欢上你时的内心活动/0003.wav,3.230020833333333,train
Alto-1#我喜欢上你时的内心活动/0004.wav,3.29,train
Alto-1#我喜欢上你时的内心活动/0005.wav,3.205,train
Alto-1#我喜欢上你时的内心活动/0006.wav,3.405,train
Alto-1#我喜欢上你时的内心活动/0007.wav,6.48,train
Alto-1#我喜欢上你时的内心活动/0008.wav,3.43,train
Alto-1#我喜欢上你时的内心活动/0009.wav,4.49,train
Alto-1#我喜欢上你时的内心活动/0010.wav,4.154979166666666,train
Alto-1#我喜欢上你时的内心活动/0011.wav,5.8600208333333335,train
Alto-1#我喜欢上你时的内心活动/0012.wav,5.2,train
Alto-1#我喜欢上你时的内心活动/0013.wav,4.025,train
Alto-1#我喜欢上你时的内心活动/0014.wav,3.805,train
Alto-1#我喜欢上你时的内心活动/0015.wav,5.28,train
Alto-1#我喜欢上你时的内心活动/0016.wav,4.635,train
Alto-1#我喜欢上你时的内心活动/0017.wav,3.565,train
Alto-1#我喜欢上你时的内心活动/0018.wav,6.68,train
Alto-1#我喜欢上你时的内心活动/0019.wav,3.34,train
Alto-1#我喜欢上你时的内心活动/0020.wav,6.525,train
Alto-1#我喜欢上你时的内心活动/0021.wav,3.155,train
Alto-1#我喜欢上你时的内心活动/0022.wav,3.29,train
Alto-1#我喜欢上你时的内心活动/0023.wav,5.43,train
Alto-1#我喜欢上你时的内心活动/0024.wav,9.125,train
Alto-1#我喜欢上你时的内心活动/0025.wav,2.43,train
Alto-1#我喜欢上你时的内心活动/0026.wav,4.945,train
Alto-1#我喜欢上你时的内心活动/0027.wav,3.61,train
Alto-1#我喜欢上你时的内心活动/0028.wav,4.01,train
Alto-1#我喜欢上你时的内心活动/0029.wav,2.65,train
Alto-1#我喜欢上你时的内心活动/0030.wav,3.205,train
Alto-1#我喜欢上你时的内心活动/0031.wav,3.38,train
Alto-1#我喜欢上你时的内心活动/0032.wav,6.515,train
Alto-1#我喜欢上你时的内心活动/0033.wav,3.165,train
Alto-1#我喜欢上你时的内心活动/0034.wav,3.5,train
Alto-1#我喜欢上你时的内心活动/0035.wav,4.899979166666666,train
Alto-1#我喜欢上你时的内心活动/0036.wav,4.420020833333333,train
Alto-1#我喜欢上你时的内心活动/0037.wav,4.1,train
Alto-1#我喜欢上你时的内心活动/0038.wav,3.5599791666666665,train
Alto-1#我喜欢上你时的内心活动/0039.wav,2.295,train
Alto-1#打错了/0000.wav,7.56,train
Alto-1#打错了/0001.wav,8.42,train
Alto-1#打错了/0002.wav,7.935,train
Alto-1#打错了/0003.wav,7.62,train
Alto-1#打错了/0004.wav,9.985,train
Alto-1#打错了/0005.wav,7.495,train
Alto-1#打错了/0006.wav,4.755,train
Alto-1#打错了/0007.wav,4.265,train
Alto-1#打错了/0008.wav,8.075,train
Alto-1#打错了/0009.wav,7.905,train
Alto-1#打错了/0010.wav,7.795,train
Alto-1#打错了/0011.wav,7.715,train
Alto-1#打错了/0012.wav,9.98,train
Alto-1#打错了/0013.wav,8.375,train
Alto-1#打错了/0014.wav,4.77,train
Alto-1#打错了/0015.wav,5.92,train
Alto-1#打错了/0016.wav,4.13,train
Alto-1#打错了/0017.wav,4.92,train
Alto-1#打错了/0018.wav,4.63,train
Alto-1#打错了/0019.wav,8.252979166666666,train
Alto-1#抱歉抱歉/0000.wav,3.965,train
Alto-1#抱歉抱歉/0001.wav,5.145,train
Alto-1#抱歉抱歉/0002.wav,6.905,train
Alto-1#抱歉抱歉/0003.wav,5.6,train
Alto-1#抱歉抱歉/0004.wav,4.185,train
Alto-1#抱歉抱歉/0005.wav,3.23,train
Alto-1#抱歉抱歉/0006.wav,6.3099791666666665,train
Alto-1#抱歉抱歉/0007.wav,7.320020833333333,train
Alto-1#抱歉抱歉/0008.wav,5.289979166666667,train
Alto-1#抱歉抱歉/0009.wav,8.465020833333334,train
Alto-1#抱歉抱歉/0010.wav,5.254979166666667,train
Alto-1#抱歉抱歉/0011.wav,5.045020833333333,train
Alto-1#抱歉抱歉/0012.wav,6.955,train
Alto-1#抱歉抱歉/0013.wav,5.325,train
Alto-1#抱歉抱歉/0014.wav,7.315,train
Alto-1#抱歉抱歉/0015.wav,5.71,train
Alto-1#抱歉抱歉/0016.wav,7.655,train
Alto-1#抱歉抱歉/0017.wav,5.94,train
Alto-1#抱歉抱歉/0018.wav,7.64,train
Alto-1#抱歉抱歉/0019.wav,5.4,train
Alto-1#抱歉抱歉/0020.wav,8.4,train
Alto-1#抱歉抱歉/0021.wav,5.255,train
Alto-1#抱歉抱歉/0022.wav,5.275,train
Alto-1#抱歉抱歉/0023.wav,7.245,train
Alto-1#抱歉抱歉/0024.wav,5.75,train
Alto-1#抱歉抱歉/0025.wav,6.85,train
Alto-1#抱歉抱歉/0026.wav,5.2288125,train
Alto-1#旅行的意义/0000.wav,7.255,train
Alto-1#旅行的意义/0001.wav,6.665,train
Alto-1#旅行的意义/0002.wav,7.254979166666667,train
Alto-1#旅行的意义/0003.wav,6.1500208333333335,train
Alto-1#旅行的意义/0004.wav,6.66,train
Alto-1#旅行的意义/0005.wav,7.27,train
Alto-1#旅行的意义/0006.wav,6.79,train
Alto-1#旅行的意义/0007.wav,7.765,train
Alto-1#旅行的意义/0008.wav,9.0,train
Alto-1#旅行的意义/0009.wav,6.664979166666667,train
Alto-1#旅行的意义/0010.wav,7.19,train
Alto-1#旅行的意义/0011.wav,6.285020833333333,train
Alto-1#旅行的意义/0012.wav,6.665,train
Alto-1#旅行的意义/0013.wav,7.215,train
Alto-1#旅行的意义/0014.wav,6.925,train
Alto-1#旅行的意义/0015.wav,7.81,train
Alto-1#旅行的意义/0016.wav,9.465,train
Alto-1#旅行的意义/0017.wav,7.05,train
Alto-1#旅行的意义/0018.wav,6.965,train
Alto-1#旅行的意义/0019.wav,7.734979166666666,train
Alto-1#旅行的意义/0020.wav,7.455020833333333,train
Alto-1#旋木/0000.wav,4.12,train
Alto-1#旋木/0001.wav,7.855,train
Alto-1#旋木/0002.wav,4.01,train
Alto-1#旋木/0003.wav,3.835,train
Alto-1#旋木/0004.wav,3.98,train
Alto-1#旋木/0005.wav,8.81,train
Alto-1#旋木/0006.wav,4.76,train
Alto-1#旋木/0007.wav,4.005,train
Alto-1#旋木/0008.wav,4.145,train
Alto-1#旋木/0009.wav,7.6,train
Alto-1#旋木/0010.wav,4.005,train
Alto-1#旋木/0011.wav,4.08,train
Alto-1#旋木/0012.wav,4.22,train
Alto-1#旋木/0013.wav,3.905,train
Alto-1#旋木/0014.wav,4.054979166666667,train
Alto-1#旋木/0015.wav,9.040020833333333,train
Alto-1#旋木/0016.wav,4.605,train
Alto-1#旋木/0017.wav,4.05,train
Alto-1#旋木/0018.wav,4.12,train
Alto-1#旋木/0019.wav,7.6,train
Alto-1#旋木/0020.wav,6.205,train
Alto-1#旋木/0021.wav,5.75,train
Alto-1#旋木/0022.wav,5.0999791666666665,train
Alto-1#旋木/0023.wav,4.075020833333333,train
Alto-1#旋木/0024.wav,4.13,train
Alto-1#旋木/0025.wav,7.635,train
Alto-1#旋木/0026.wav,8.099979166666667,train
Alto-1#旋木/0027.wav,4.370020833333333,train
Alto-1#漫长的告白/0000.wav,3.86,train
Alto-1#漫长的告白/0001.wav,3.9299791666666666,train
Alto-1#漫长的告白/0002.wav,4.145,train
Alto-1#漫长的告白/0003.wav,3.7000208333333333,train
Alto-1#漫长的告白/0004.wav,4.069979166666666,train
Alto-1#漫长的告白/0005.wav,3.8200208333333334,train
Alto-1#漫长的告白/0006.wav,4.43,train
Alto-1#漫长的告白/0007.wav,3.44,train
Alto-1#漫长的告白/0008.wav,4.165,train
Alto-1#漫长的告白/0009.wav,4.0,train
Alto-1#漫长的告白/0010.wav,4.075,train
Alto-1#漫长的告白/0011.wav,7.36,train
Alto-1#漫长的告白/0012.wav,4.63,train
Alto-1#漫长的告白/0013.wav,11.58,train
Alto-1#漫长的告白/0014.wav,8.325,train
Alto-1#漫长的告白/0015.wav,4.05,train
Alto-1#漫长的告白/0016.wav,4.045,train
Alto-1#漫长的告白/0017.wav,4.11,train
Alto-1#漫长的告白/0018.wav,4.065,train
Alto-1#漫长的告白/0019.wav,3.945,train
Alto-1#漫长的告白/0020.wav,2.37,train
Alto-1#漫长的告白/0021.wav,5.125020833333333,train
Alto-1#漫长的告白/0022.wav,3.96,train
Alto-1#漫长的告白/0023.wav,3.905,train
Alto-1#漫长的告白/0024.wav,7.44,train
Alto-1#漫长的告白/0025.wav,4.44,train
Alto-1#漫长的告白/0026.wav,10.545,train
Alto-1#漫长的告白/0027.wav,8.97,train
Alto-1#漫长的告白/0028.wav,4.045,train
Alto-1#漫长的告白/0029.wav,4.65,train
Alto-1#漫长的告白/0030.wav,5.14,train
Alto-1#漫长的告白/0031.wav,10.885,train
Alto-1#漫长的告白/0032.wav,8.66,train
Alto-1#漫长的告白/0033.wav,9.32,train
Alto-1#漫长的告白/0034.wav,4.195,train
Alto-1#漫长的告白/0035.wav,3.67,train
Alto-1#漫长的告白/0036.wav,4.585,train
Alto-1#漫长的告白/0037.wav,7.269875,train
Alto-1#空空/0000.wav,5.18,train
Alto-1#空空/0001.wav,7.660020833333333,train
Alto-1#空空/0002.wav,2.17,train
Alto-1#空空/0003.wav,5.005,train
Alto-1#空空/0004.wav,7.515,train
Alto-1#空空/0005.wav,7.385,train
Alto-1#空空/0006.wav,4.205,train
Alto-1#空空/0007.wav,3.405,train
Alto-1#空空/0008.wav,6.365,train
Alto-1#空空/0009.wav,4.665,train
Alto-1#空空/0010.wav,8.994979166666667,train
Alto-1#空空/0011.wav,8.315020833333334,train
Alto-1#空空/0012.wav,7.085,train
Alto-1#空空/0013.wav,7.61,train
Alto-1#空空/0014.wav,7.635,train
Alto-1#空空/0015.wav,8.315,train
Alto-1#空空/0016.wav,7.07,train
Alto-1#空空/0017.wav,7.665,train
Alto-1#空空/0018.wav,8.565,train
Alto-1#空空/0019.wav,5.04,train
Alto-1#空空/0020.wav,3.2999791666666667,train
Alto-1#空空/0021.wav,2.3350208333333335,train
Alto-1#空空/0022.wav,9.4976875,train
Alto-1#美错/0000.wav,5.51,train
Alto-1#美错/0001.wav,5.705,train
Alto-1#美错/0002.wav,3.105,train
Alto-1#美错/0003.wav,8.995,train
Alto-1#美错/0004.wav,5.86,train
Alto-1#美错/0005.wav,5.67,train
Alto-1#美错/0006.wav,3.5349791666666666,train
Alto-1#美错/0007.wav,2.455020833333333,train
Alto-1#美错/0008.wav,6.37,train
Alto-1#美错/0009.wav,6.565,train
Alto-1#美错/0010.wav,6.24,train
Alto-1#美错/0011.wav,6.505,train
Alto-1#美错/0012.wav,5.5599791666666665,train
Alto-1#美错/0013.wav,5.675020833333333,train
Alto-1#美错/0014.wav,6.21,train
Alto-1#美错/0015.wav,6.445,train
Alto-1#美错/0016.wav,5.515,train
Alto-1#美错/0017.wav,5.25,train
Alto-1#美错/0018.wav,7.9349791666666665,train
Alto-1#美错/0019.wav,3.4950208333333332,train
Alto-1#美错/0020.wav,6.255,train
Alto-1#美错/0021.wav,6.215,train
Alto-1#美错/0022.wav,6.61,train
Alto-1#美错/0023.wav,5.45,train
Alto-1#美错/0024.wav,5.715,train
Alto-1#美错/0025.wav,6.265,train
Alto-1#美错/0026.wav,6.3499791666666665,train
Alto-1#美错/0027.wav,5.670020833333333,train
Alto-1#美错/0028.wav,5.319979166666666,train
Alto-1#美错/0029.wav,3.1700208333333335,train
Alto-1#美错/0030.wav,2.945,train
Alto-1#美错/0031.wav,8.875,train
Alto-1#美错/0032.wav,7.281270833333333,train
Alto-1#致青春/0000.wav,6.305,train
Alto-1#致青春/0001.wav,5.77,train
Alto-1#致青春/0002.wav,7.02,train
Alto-1#致青春/0003.wav,6.385,train
Alto-1#致青春/0004.wav,6.19,train
Alto-1#致青春/0005.wav,6.385,train
Alto-1#致青春/0006.wav,7.27,train
Alto-1#致青春/0007.wav,5.68,train
Alto-1#致青春/0008.wav,4.1,train
Alto-1#致青春/0009.wav,3.46,train
Alto-1#致青春/0010.wav,6.37,train
Alto-1#致青春/0011.wav,3.615,train
Alto-1#致青春/0012.wav,3.385,train
Alto-1#致青春/0013.wav,6.91,train
Alto-1#致青春/0014.wav,4.285,train
Alto-1#致青春/0015.wav,3.245,train
Alto-1#致青春/0016.wav,6.875,train
Alto-1#致青春/0017.wav,6.7,train
Alto-1#致青春/0018.wav,7.97,train
Alto-1#致青春/0019.wav,6.82,train
