name,label_path,duration,split
FEMALE/MIC/F01/mic_F01_si471.wav,FEMALE/REF/F01/ref_F01_si471.f0,6.12,test
FEMALE/MIC/F01/mic_F01_si472.wav,FEMALE/REF/F01/ref_F01_si472.f0,7.65,test
FEMALE/MIC/F01/mic_F01_si473.wav,FEMALE/REF/F01/ref_F01_si473.f0,6.9,test
FEMALE/MIC/F01/mic_F01_si474.wav,FEMALE/REF/F01/ref_F01_si474.f0,6.62,test
FEMALE/MIC/F01/mic_F01_si475.wav,FEMALE/REF/F01/ref_F01_si475.f0,6.37,test
FEMALE/MIC/F01/mic_F01_si476.wav,FEMALE/REF/F01/ref_F01_si476.f0,9.93,test
FEMALE/MIC/F01/mic_F01_si477.wav,FEMALE/REF/F01/ref_F01_si477.f0,8.41,test
FEMALE/MIC/F01/mic_F01_si478.wav,FEMALE/REF/F01/ref_F01_si478.f0,6.62,test
FEMALE/MIC/F01/mic_F01_si479.wav,FEMALE/REF/F01/ref_F01_si479.f0,8.19,test
FEMALE/MIC/F01/mic_F01_si480.wav,FEMALE/REF/F01/ref_F01_si480.f0,5.35,test
FEMALE/MIC/F01/mic_F01_si481.wav,FEMALE/REF/F01/ref_F01_si481.f0,9.18,test
FEMALE/MIC/F01/mic_F01_si482.wav,FEMALE/REF/F01/ref_F01_si482.f0,8.41,test
FEMALE/MIC/F01/mic_F01_si483.wav,FEMALE/REF/F01/ref_F01_si483.f0,9.18,test
FEMALE/MIC/F01/mic_F01_si484.wav,FEMALE/REF/F01/ref_F01_si484.f0,6.62,test
FEMALE/MIC/F01/mic_F01_si485.wav,FEMALE/REF/F01/ref_F01_si485.f0,5.86,test
FEMALE/MIC/F01/mic_F01_si486.wav,FEMALE/REF/F01/ref_F01_si486.f0,6.37,test
FEMALE/MIC/F01/mic_F01_si487.wav,FEMALE/REF/F01/ref_F01_si487.f0,6.87,test
FEMALE/MIC/F01/mic_F01_si488.wav,FEMALE/REF/F01/ref_F01_si488.f0,9.43,test
FEMALE/MIC/F01/mic_F01_si489.wav,FEMALE/REF/F01/ref_F01_si489.f0,7.4,test
FEMALE/MIC/F01/mic_F01_si490.wav,FEMALE/REF/F01/ref_F01_si490.f0,8.65,test
FEMALE/MIC/F01/mic_F01_si491.wav,FEMALE/REF/F01/ref_F01_si491.f0,8.66,test
FEMALE/MIC/F01/mic_F01_si492.wav,FEMALE/REF/F01/ref_F01_si492.f0,5.35,test
FEMALE/MIC/F01/mic_F01_si493.wav,FEMALE/REF/F01/ref_F01_si493.f0,7.68,test
FEMALE/MIC/F01/mic_F01_si494.wav,FEMALE/REF/F01/ref_F01_si494.f0,6.87,test
FEMALE/MIC/F01/mic_F01_si495.wav,FEMALE/REF/F01/ref_F01_si495.f0,6.1,test
FEMALE/MIC/F01/mic_F01_si496.wav,FEMALE/REF/F01/ref_F01_si496.f0,7.39,test
FEMALE/MIC/F01/mic_F01_si497.wav,FEMALE/REF/F01/ref_F01_si497.f0,8.66,test
FEMALE/MIC/F01/mic_F01_si498.wav,FEMALE/REF/F01/ref_F01_si498.f0,8.41,test
FEMALE/MIC/F01/mic_F01_si499.wav,FEMALE/REF/F01/ref_F01_si499.f0,6.62,test
FEMALE/MIC/F01/mic_F01_si500.wav,FEMALE/REF/F01/ref_F01_si500.f0,7.64,test
FEMALE/MIC/F01/mic_F01_si501.wav,FEMALE/REF/F01/ref_F01_si501.f0,8.66,test
FEMALE/MIC/F01/mic_F01_si502.wav,FEMALE/REF/F01/ref_F01_si502.f0,6.61,test
FEMALE/MIC/F01/mic_F01_si503.wav,FEMALE/REF/F01/ref_F01_si503.f0,6.37,test
FEMALE/MIC/F01/mic_F01_si504.wav,FEMALE/REF/F01/ref_F01_si504.f0,7.38,test
FEMALE/MIC/F01/mic_F01_si505.wav,FEMALE/REF/F01/ref_F01_si505.f0,7.39,test
FEMALE/MIC/F01/mic_F01_si506.wav,FEMALE/REF/F01/ref_F01_si506.f0,5.85,test
FEMALE/MIC/F01/mic_F01_si507.wav,FEMALE/REF/F01/ref_F01_si507.f0,9.18,test
FEMALE/MIC/F01/mic_F01_si508.wav,FEMALE/REF/F01/ref_F01_si508.f0,6.62,test
FEMALE/MIC/F01/mic_F01_si509.wav,FEMALE/REF/F01/ref_F01_si509.f0,8.66,test
FEMALE/MIC/F01/mic_F01_si510.wav,FEMALE/REF/F01/ref_F01_si510.f0,6.87,test
FEMALE/MIC/F01/mic_F01_si511.wav,FEMALE/REF/F01/ref_F01_si511.f0,8.65,test
FEMALE/MIC/F01/mic_F01_si512.wav,FEMALE/REF/F01/ref_F01_si512.f0,6.62,test
FEMALE/MIC/F01/mic_F01_si513.wav,FEMALE/REF/F01/ref_F01_si513.f0,7.39,test
FEMALE/MIC/F01/mic_F01_si514.wav,FEMALE/REF/F01/ref_F01_si514.f0,6.87,test
FEMALE/MIC/F01/mic_F01_si515.wav,FEMALE/REF/F01/ref_F01_si515.f0,7.38,test
FEMALE/MIC/F01/mic_F01_si516.wav,FEMALE/REF/F01/ref_F01_si516.f0,8.41,test
FEMALE/MIC/F01/mic_F01_si517.wav,FEMALE/REF/F01/ref_F01_si517.f0,9.67,test
FEMALE/MIC/F01/mic_F01_si518.wav,FEMALE/REF/F01/ref_F01_si518.f0,7.39,test
FEMALE/MIC/F01/mic_F01_si519.wav,FEMALE/REF/F01/ref_F01_si519.f0,8.66,test
FEMALE/MIC/F01/mic_F01_si520.wav,FEMALE/REF/F01/ref_F01_si520.f0,7.12,test
FEMALE/MIC/F01/mic_F01_si521.wav,FEMALE/REF/F01/ref_F01_si521.f0,8.66,test
FEMALE/MIC/F01/mic_F01_si522.wav,FEMALE/REF/F01/ref_F01_si522.f0,9.43,test
FEMALE/MIC/F01/mic_F01_si523.wav,FEMALE/REF/F01/ref_F01_si523.f0,8.66,test
FEMALE/MIC/F01/mic_F01_si524.wav,FEMALE/REF/F01/ref_F01_si524.f0,8.91,test
FEMALE/MIC/F01/mic_F01_si525.wav,FEMALE/REF/F01/ref_F01_si525.f0,9.42,test
FEMALE/MIC/F01/mic_F01_si526.wav,FEMALE/REF/F01/ref_F01_si526.f0,8.66,test
FEMALE/MIC/F01/mic_F01_si527.wav,FEMALE/REF/F01/ref_F01_si527.f0,6.88,test
FEMALE/MIC/F01/mic_F01_si528.wav,FEMALE/REF/F01/ref_F01_si528.f0,9.93,test
FEMALE/MIC/F01/mic_F01_si529.wav,FEMALE/REF/F01/ref_F01_si529.f0,8.85,test
FEMALE/MIC/F01/mic_F01_si530.wav,FEMALE/REF/F01/ref_F01_si530.f0,8.91,test
FEMALE/MIC/F01/mic_F01_si531.wav,FEMALE/REF/F01/ref_F01_si531.f0,10.95,test
FEMALE/MIC/F01/mic_F01_si532.wav,FEMALE/REF/F01/ref_F01_si532.f0,10.26,test
FEMALE/MIC/F01/mic_F01_si533.wav,FEMALE/REF/F01/ref_F01_si533.f0,7.14,test
FEMALE/MIC/F01/mic_F01_si534.wav,FEMALE/REF/F01/ref_F01_si534.f0,6.87,test
FEMALE/MIC/F01/mic_F01_si535.wav,FEMALE/REF/F01/ref_F01_si535.f0,6.88,test
FEMALE/MIC/F01/mic_F01_si536.wav,FEMALE/REF/F01/ref_F01_si536.f0,8.66,test
FEMALE/MIC/F01/mic_F01_si537.wav,FEMALE/REF/F01/ref_F01_si537.f0,8.66,test
FEMALE/MIC/F01/mic_F01_si538.wav,FEMALE/REF/F01/ref_F01_si538.f0,7.64,test
FEMALE/MIC/F01/mic_F01_si539.wav,FEMALE/REF/F01/ref_F01_si539.f0,6.88,test
FEMALE/MIC/F01/mic_F01_si540.wav,FEMALE/REF/F01/ref_F01_si540.f0,8.94,test
FEMALE/MIC/F01/mic_F01_si541.wav,FEMALE/REF/F01/ref_F01_si541.f0,7.38,test
FEMALE/MIC/F01/mic_F01_si542.wav,FEMALE/REF/F01/ref_F01_si542.f0,6.87,test
FEMALE/MIC/F01/mic_F01_si543.wav,FEMALE/REF/F01/ref_F01_si543.f0,9.67,test
FEMALE/MIC/F01/mic_F01_si544.wav,FEMALE/REF/F01/ref_F01_si544.f0,8.16,test
FEMALE/MIC/F01/mic_F01_si545.wav,FEMALE/REF/F01/ref_F01_si545.f0,6.1,test
FEMALE/MIC/F01/mic_F01_si546.wav,FEMALE/REF/F01/ref_F01_si546.f0,8.4,test
FEMALE/MIC/F01/mic_F01_si547.wav,FEMALE/REF/F01/ref_F01_si547.f0,8.41,test
FEMALE/MIC/F01/mic_F01_si548.wav,FEMALE/REF/F01/ref_F01_si548.f0,6.12,test
FEMALE/MIC/F01/mic_F01_si549.wav,FEMALE/REF/F01/ref_F01_si549.f0,9.42,test
FEMALE/MIC/F01/mic_F01_si550.wav,FEMALE/REF/F01/ref_F01_si550.f0,8.91,test
FEMALE/MIC/F01/mic_F01_si551.wav,FEMALE/REF/F01/ref_F01_si551.f0,7.38,test
FEMALE/MIC/F01/mic_F01_si552.wav,FEMALE/REF/F01/ref_F01_si552.f0,5.85,test
FEMALE/MIC/F01/mic_F01_si553.wav,FEMALE/REF/F01/ref_F01_si553.f0,9.16,test
FEMALE/MIC/F01/mic_F01_si554.wav,FEMALE/REF/F01/ref_F01_si554.f0,9.93,test
FEMALE/MIC/F01/mic_F01_si555.wav,FEMALE/REF/F01/ref_F01_si555.f0,6.6,test
FEMALE/MIC/F01/mic_F01_si556.wav,FEMALE/REF/F01/ref_F01_si556.f0,9.42,test
FEMALE/MIC/F01/mic_F01_si557.wav,FEMALE/REF/F01/ref_F01_si557.f0,5.35,test
FEMALE/MIC/F01/mic_F01_si558.wav,FEMALE/REF/F01/ref_F01_si558.f0,8.4,test
FEMALE/MIC/F01/mic_F01_si559.wav,FEMALE/REF/F01/ref_F01_si559.f0,6.1,test
FEMALE/MIC/F01/mic_F01_si560.wav,FEMALE/REF/F01/ref_F01_si560.f0,9.16,test
FEMALE/MIC/F01/mic_F01_si561.wav,FEMALE/REF/F01/ref_F01_si561.f0,8.42,test
FEMALE/MIC/F01/mic_F01_si562.wav,FEMALE/REF/F01/ref_F01_si562.f0,9.68,test
FEMALE/MIC/F01/mic_F01_si563.wav,FEMALE/REF/F01/ref_F01_si563.f0,8.16,test
FEMALE/MIC/F01/mic_F01_si564.wav,FEMALE/REF/F01/ref_F01_si564.f0,8.43,test
FEMALE/MIC/F01/mic_F01_si565.wav,FEMALE/REF/F01/ref_F01_si565.f0,8.14,test
FEMALE/MIC/F01/mic_F01_si566.wav,FEMALE/REF/F01/ref_F01_si566.f0,7.39,test
FEMALE/MIC/F01/mic_F01_si567.wav,FEMALE/REF/F01/ref_F01_si567.f0,9.16,test
FEMALE/MIC/F01/mic_F01_si568.wav,FEMALE/REF/F01/ref_F01_si568.f0,9.16,test
FEMALE/MIC/F01/mic_F01_si569.wav,FEMALE/REF/F01/ref_F01_si569.f0,6.37,test
FEMALE/MIC/F01/mic_F01_si570.wav,FEMALE/REF/F01/ref_F01_si570.f0,8.67,test
FEMALE/MIC/F01/mic_F01_si571.wav,FEMALE/REF/F01/ref_F01_si571.f0,9.67,test
FEMALE/MIC/F01/mic_F01_si572.wav,FEMALE/REF/F01/ref_F01_si572.f0,9.67,test
FEMALE/MIC/F01/mic_F01_si573.wav,FEMALE/REF/F01/ref_F01_si573.f0,6.87,test
FEMALE/MIC/F01/mic_F01_si574.wav,FEMALE/REF/F01/ref_F01_si574.f0,7.38,test
FEMALE/MIC/F01/mic_F01_si575.wav,FEMALE/REF/F01/ref_F01_si575.f0,8.14,test
FEMALE/MIC/F01/mic_F01_si576.wav,FEMALE/REF/F01/ref_F01_si576.f0,8.66,test
FEMALE/MIC/F01/mic_F01_si577.wav,FEMALE/REF/F01/ref_F01_si577.f0,7.12,test
FEMALE/MIC/F01/mic_F01_si578.wav,FEMALE/REF/F01/ref_F01_si578.f0,7.78,test
FEMALE/MIC/F01/mic_F01_si579.wav,FEMALE/REF/F01/ref_F01_si579.f0,7.99,test
FEMALE/MIC/F01/mic_F01_si580.wav,FEMALE/REF/F01/ref_F01_si580.f0,8.16,test
FEMALE/MIC/F01/mic_F01_si581.wav,FEMALE/REF/F01/ref_F01_si581.f0,8.26,test
FEMALE/MIC/F01/mic_F01_si582.wav,FEMALE/REF/F01/ref_F01_si582.f0,10.428,test
FEMALE/MIC/F01/mic_F01_si583.wav,FEMALE/REF/F01/ref_F01_si583.f0,7.56,test
FEMALE/MIC/F01/mic_F01_si584.wav,FEMALE/REF/F01/ref_F01_si584.f0,8.436,test
FEMALE/MIC/F01/mic_F01_si585.wav,FEMALE/REF/F01/ref_F01_si585.f0,7.72,test
FEMALE/MIC/F01/mic_F01_si586.wav,FEMALE/REF/F01/ref_F01_si586.f0,7.04,test
FEMALE/MIC/F01/mic_F01_si587.wav,FEMALE/REF/F01/ref_F01_si587.f0,8.3,test
FEMALE/MIC/F01/mic_F01_si588.wav,FEMALE/REF/F01/ref_F01_si588.f0,6.72,test
FEMALE/MIC/F01/mic_F01_si589.wav,FEMALE/REF/F01/ref_F01_si589.f0,8.94,test
FEMALE/MIC/F01/mic_F01_si590.wav,FEMALE/REF/F01/ref_F01_si590.f0,9.27,test
FEMALE/MIC/F01/mic_F01_si591.wav,FEMALE/REF/F01/ref_F01_si591.f0,9.16,test
FEMALE/MIC/F01/mic_F01_si592.wav,FEMALE/REF/F01/ref_F01_si592.f0,6.12,test
FEMALE/MIC/F01/mic_F01_si593.wav,FEMALE/REF/F01/ref_F01_si593.f0,7.64,test
FEMALE/MIC/F01/mic_F01_si594.wav,FEMALE/REF/F01/ref_F01_si594.f0,6.37,test
FEMALE/MIC/F01/mic_F01_si595.wav,FEMALE/REF/F01/ref_F01_si595.f0,7.14,test
FEMALE/MIC/F01/mic_F01_si596.wav,FEMALE/REF/F01/ref_F01_si596.f0,7.39,test
FEMALE/MIC/F01/mic_F01_si597.wav,FEMALE/REF/F01/ref_F01_si597.f0,7.65,test
FEMALE/MIC/F01/mic_F01_si598.wav,FEMALE/REF/F01/ref_F01_si598.f0,9.44,test
FEMALE/MIC/F01/mic_F01_si599.wav,FEMALE/REF/F01/ref_F01_si599.f0,7.65,test
FEMALE/MIC/F01/mic_F01_si600.wav,FEMALE/REF/F01/ref_F01_si600.f0,9.19,test
FEMALE/MIC/F01/mic_F01_si601.wav,FEMALE/REF/F01/ref_F01_si601.f0,7.39,test
FEMALE/MIC/F01/mic_F01_si602.wav,FEMALE/REF/F01/ref_F01_si602.f0,9.16,test
FEMALE/MIC/F01/mic_F01_si603.wav,FEMALE/REF/F01/ref_F01_si603.f0,6.64,test
FEMALE/MIC/F01/mic_F01_si604.wav,FEMALE/REF/F01/ref_F01_si604.f0,9.2,test
FEMALE/MIC/F01/mic_F01_si605.wav,FEMALE/REF/F01/ref_F01_si605.f0,8.76,test
FEMALE/MIC/F01/mic_F01_si606.wav,FEMALE/REF/F01/ref_F01_si606.f0,7.89,test
FEMALE/MIC/F01/mic_F01_si607.wav,FEMALE/REF/F01/ref_F01_si607.f0,6.87,test
FEMALE/MIC/F01/mic_F01_si608.wav,FEMALE/REF/F01/ref_F01_si608.f0,7.14,test
FEMALE/MIC/F01/mic_F01_si609.wav,FEMALE/REF/F01/ref_F01_si609.f0,8.67,test
FEMALE/MIC/F01/mic_F01_si610.wav,FEMALE/REF/F01/ref_F01_si610.f0,7.39,test
FEMALE/MIC/F01/mic_F01_si611.wav,FEMALE/REF/F01/ref_F01_si611.f0,7.14,test
FEMALE/MIC/F01/mic_F01_si612.wav,FEMALE/REF/F01/ref_F01_si612.f0,8.16,test
FEMALE/MIC/F01/mic_F01_si613.wav,FEMALE/REF/F01/ref_F01_si613.f0,8.17,test
FEMALE/MIC/F01/mic_F01_si614.wav,FEMALE/REF/F01/ref_F01_si614.f0,10.46,test
FEMALE/MIC/F01/mic_F01_si615.wav,FEMALE/REF/F01/ref_F01_si615.f0,8.91,test
FEMALE/MIC/F01/mic_F01_si616.wav,FEMALE/REF/F01/ref_F01_si616.f0,8.98,test
FEMALE/MIC/F01/mic_F01_si617.wav,FEMALE/REF/F01/ref_F01_si617.f0,8.67,test
FEMALE/MIC/F01/mic_F01_si618.wav,FEMALE/REF/F01/ref_F01_si618.f0,7.9,test
FEMALE/MIC/F01/mic_F01_si619.wav,FEMALE/REF/F01/ref_F01_si619.f0,7.12,test
FEMALE/MIC/F01/mic_F01_si620.wav,FEMALE/REF/F01/ref_F01_si620.f0,9.44,test
FEMALE/MIC/F01/mic_F01_si621.wav,FEMALE/REF/F01/ref_F01_si621.f0,7.38,test
FEMALE/MIC/F01/mic_F01_si622.wav,FEMALE/REF/F01/ref_F01_si622.f0,7.23,test
FEMALE/MIC/F01/mic_F01_si623.wav,FEMALE/REF/F01/ref_F01_si623.f0,8.91,test
FEMALE/MIC/F01/mic_F01_si624.wav,FEMALE/REF/F01/ref_F01_si624.f0,8.76,test
FEMALE/MIC/F01/mic_F01_si625.wav,FEMALE/REF/F01/ref_F01_si625.f0,7.39,test
FEMALE/MIC/F01/mic_F01_si626.wav,FEMALE/REF/F01/ref_F01_si626.f0,7.41,test
FEMALE/MIC/F01/mic_F01_si627.wav,FEMALE/REF/F01/ref_F01_si627.f0,6.88,test
FEMALE/MIC/F01/mic_F01_si628.wav,FEMALE/REF/F01/ref_F01_si628.f0,7.42,test
FEMALE/MIC/F01/mic_F01_si629.wav,FEMALE/REF/F01/ref_F01_si629.f0,8.66,test
FEMALE/MIC/F01/mic_F01_si630.wav,FEMALE/REF/F01/ref_F01_si630.f0,8.73,test
FEMALE/MIC/F01/mic_F01_si631.wav,FEMALE/REF/F01/ref_F01_si631.f0,11.2,test
FEMALE/MIC/F01/mic_F01_si632.wav,FEMALE/REF/F01/ref_F01_si632.f0,9.19,test
FEMALE/MIC/F01/mic_F01_si633.wav,FEMALE/REF/F01/ref_F01_si633.f0,10.04,test
FEMALE/MIC/F01/mic_F01_si634.wav,FEMALE/REF/F01/ref_F01_si634.f0,11.72,test
FEMALE/MIC/F01/mic_F01_si635.wav,FEMALE/REF/F01/ref_F01_si635.f0,10.7,test
FEMALE/MIC/F01/mic_F01_si636.wav,FEMALE/REF/F01/ref_F01_si636.f0,10.53,test
FEMALE/MIC/F01/mic_F01_si637.wav,FEMALE/REF/F01/ref_F01_si637.f0,10.2,test
FEMALE/MIC/F01/mic_F01_si638.wav,FEMALE/REF/F01/ref_F01_si638.f0,7.65,test
FEMALE/MIC/F01/mic_F01_si639.wav,FEMALE/REF/F01/ref_F01_si639.f0,7.65,test
FEMALE/MIC/F01/mic_F01_si640.wav,FEMALE/REF/F01/ref_F01_si640.f0,9.68,test
FEMALE/MIC/F01/mic_F01_si641.wav,FEMALE/REF/F01/ref_F01_si641.f0,9.72,test
FEMALE/MIC/F01/mic_F01_sx10.wav,FEMALE/REF/F01/ref_F01_sx10.f0,6.87,test
FEMALE/MIC/F01/mic_F01_sx11.wav,FEMALE/REF/F01/ref_F01_sx11.f0,5.85,test
FEMALE/MIC/F01/mic_F01_sx12.wav,FEMALE/REF/F01/ref_F01_sx12.f0,5.85,test
FEMALE/MIC/F01/mic_F01_sx13.wav,FEMALE/REF/F01/ref_F01_sx13.f0,5.86,test
FEMALE/MIC/F01/mic_F01_sx14.wav,FEMALE/REF/F01/ref_F01_sx14.f0,7.38,test
FEMALE/MIC/F01/mic_F01_sx15.wav,FEMALE/REF/F01/ref_F01_sx15.f0,6.62,test
FEMALE/MIC/F01/mic_F01_sx16.wav,FEMALE/REF/F01/ref_F01_sx16.f0,6.37,test
FEMALE/MIC/F01/mic_F01_sx17.wav,FEMALE/REF/F01/ref_F01_sx17.f0,5.68,test
FEMALE/MIC/F01/mic_F01_sx18.wav,FEMALE/REF/F01/ref_F01_sx18.f0,6.98,test
FEMALE/MIC/F01/mic_F01_sx19.wav,FEMALE/REF/F01/ref_F01_sx19.f0,6.62,test
FEMALE/MIC/F01/mic_F01_sx20.wav,FEMALE/REF/F01/ref_F01_sx20.f0,7.39,test
FEMALE/MIC/F01/mic_F01_sx21.wav,FEMALE/REF/F01/ref_F01_sx21.f0,6.1,test
FEMALE/MIC/F01/mic_F01_sx22.wav,FEMALE/REF/F01/ref_F01_sx22.f0,6.87,test
FEMALE/MIC/F01/mic_F01_sx23.wav,FEMALE/REF/F01/ref_F01_sx23.f0,6.62,test
FEMALE/MIC/F01/mic_F01_sx24.wav,FEMALE/REF/F01/ref_F01_sx24.f0,6.62,test
FEMALE/MIC/F01/mic_F01_sx25.wav,FEMALE/REF/F01/ref_F01_sx25.f0,6.63,test
FEMALE/MIC/F01/mic_F01_sx26.wav,FEMALE/REF/F01/ref_F01_sx26.f0,6.63,test
FEMALE/MIC/F01/mic_F01_sx27.wav,FEMALE/REF/F01/ref_F01_sx27.f0,6.1,test
FEMALE/MIC/F01/mic_F01_sx28.wav,FEMALE/REF/F01/ref_F01_sx28.f0,6.87,test
FEMALE/MIC/F01/mic_F01_sx29.wav,FEMALE/REF/F01/ref_F01_sx29.f0,6.37,test
FEMALE/MIC/F01/mic_F01_sx3.wav,FEMALE/REF/F01/ref_F01_sx3.f0,6.16,test
FEMALE/MIC/F01/mic_F01_sx30.wav,FEMALE/REF/F01/ref_F01_sx30.f0,6.61,test
FEMALE/MIC/F01/mic_F01_sx31.wav,FEMALE/REF/F01/ref_F01_sx31.f0,6.37,test
FEMALE/MIC/F01/mic_F01_sx32.wav,FEMALE/REF/F01/ref_F01_sx32.f0,6.62,test
FEMALE/MIC/F01/mic_F01_sx33.wav,FEMALE/REF/F01/ref_F01_sx33.f0,6.37,test
FEMALE/MIC/F01/mic_F01_sx34.wav,FEMALE/REF/F01/ref_F01_sx34.f0,6.88,test
FEMALE/MIC/F01/mic_F01_sx35.wav,FEMALE/REF/F01/ref_F01_sx35.f0,6.37,test
FEMALE/MIC/F01/mic_F01_sx36.wav,FEMALE/REF/F01/ref_F01_sx36.f0,7.12,test
FEMALE/MIC/F01/mic_F01_sx37.wav,FEMALE/REF/F01/ref_F01_sx37.f0,6.88,test
FEMALE/MIC/F01/mic_F01_sx38.wav,FEMALE/REF/F01/ref_F01_sx38.f0,7.89,test
FEMALE/MIC/F01/mic_F01_sx39.wav,FEMALE/REF/F01/ref_F01_sx39.f0,6.62,test
FEMALE/MIC/F01/mic_F01_sx4.wav,FEMALE/REF/F01/ref_F01_sx4.f0,8.064,test
FEMALE/MIC/F01/mic_F01_sx40.wav,FEMALE/REF/F01/ref_F01_sx40.f0,6.87,test
FEMALE/MIC/F01/mic_F01_sx41.wav,FEMALE/REF/F01/ref_F01_sx41.f0,8.14,test
FEMALE/MIC/F01/mic_F01_sx42.wav,FEMALE/REF/F01/ref_F01_sx42.f0,7.06,test
FEMALE/MIC/F01/mic_F01_sx43.wav,FEMALE/REF/F01/ref_F01_sx43.f0,6.62,test
FEMALE/MIC/F01/mic_F01_sx44.wav,FEMALE/REF/F01/ref_F01_sx44.f0,6.87,test
FEMALE/MIC/F01/mic_F01_sx45.wav,FEMALE/REF/F01/ref_F01_sx45.f0,7.44,test
FEMALE/MIC/F01/mic_F01_sx46.wav,FEMALE/REF/F01/ref_F01_sx46.f0,6.87,test
FEMALE/MIC/F01/mic_F01_sx47.wav,FEMALE/REF/F01/ref_F01_sx47.f0,6.87,test
FEMALE/MIC/F01/mic_F01_sx5.wav,FEMALE/REF/F01/ref_F01_sx5.f0,6.18,test
FEMALE/MIC/F01/mic_F01_sx6.wav,FEMALE/REF/F01/ref_F01_sx6.f0,6.91,test
FEMALE/MIC/F01/mic_F01_sx7.wav,FEMALE/REF/F01/ref_F01_sx7.f0,7.03,test
FEMALE/MIC/F01/mic_F01_sx8.wav,FEMALE/REF/F01/ref_F01_sx8.f0,7.05,test
FEMALE/MIC/F01/mic_F01_sx9.wav,FEMALE/REF/F01/ref_F01_sx9.f0,6.312,test
FEMALE/MIC/F02/mic_F02_sa1.wav,FEMALE/REF/F02/ref_F02_sa1.f0,7.89,train
FEMALE/MIC/F02/mic_F02_sa2.wav,FEMALE/REF/F02/ref_F02_sa2.f0,6.88,train
FEMALE/MIC/F02/mic_F02_si642.wav,FEMALE/REF/F02/ref_F02_si642.f0,7.12,train
FEMALE/MIC/F02/mic_F02_si643.wav,FEMALE/REF/F02/ref_F02_si643.f0,7.47,train
FEMALE/MIC/F02/mic_F02_si644.wav,FEMALE/REF/F02/ref_F02_si644.f0,6.37,train
FEMALE/MIC/F02/mic_F02_si645.wav,FEMALE/REF/F02/ref_F02_si645.f0,6.1,train
FEMALE/MIC/F02/mic_F02_si646.wav,FEMALE/REF/F02/ref_F02_si646.f0,6.61,train
FEMALE/MIC/F02/mic_F02_si647.wav,FEMALE/REF/F02/ref_F02_si647.f0,7.23,train
FEMALE/MIC/F02/mic_F02_si648.wav,FEMALE/REF/F02/ref_F02_si648.f0,8.67,train
FEMALE/MIC/F02/mic_F02_si649.wav,FEMALE/REF/F02/ref_F02_si649.f0,7.89,train
FEMALE/MIC/F02/mic_F02_si650.wav,FEMALE/REF/F02/ref_F02_si650.f0,8.4,train
FEMALE/MIC/F02/mic_F02_si651.wav,FEMALE/REF/F02/ref_F02_si651.f0,8.67,train
FEMALE/MIC/F02/mic_F02_si652.wav,FEMALE/REF/F02/ref_F02_si652.f0,6.63,train
FEMALE/MIC/F02/mic_F02_si653.wav,FEMALE/REF/F02/ref_F02_si653.f0,7.39,train
FEMALE/MIC/F02/mic_F02_si654.wav,FEMALE/REF/F02/ref_F02_si654.f0,9.93,train
FEMALE/MIC/F02/mic_F02_si655.wav,FEMALE/REF/F02/ref_F02_si655.f0,8.14,train
